ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,customer_acquisition_cohort,acquisition_quartile,product_prefix,deal_complexity_score_x,deal_complexity_score_y,total_sales,order_count,clv_b2b,territory_performance_index,customer_value_score,customer_tier
10203,20,100.0,6,2254.8,2003-12-02,Shipped,4,12,2003,Classic Cars,117,S12_3380,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S1,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10212,39,100.0,16,4946.76,2004-01-16,Shipped,1,1,2004,Classic Cars,117,S12_3380,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,16,16,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10225,25,99.82,7,2495.5,2004-02-22,Shipped,1,2,2004,Classic Cars,117,S12_3380,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,10225,Recent,S1,14,14,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10238,29,100.0,1,3167.38,2004-04-09,Shipped,2,4,2004,Classic Cars,117,S12_3380,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,10105,Early,S1,8,8,145041.6,36,66591.42641509433,1.0,0.07610272679186011,Bronze
10253,22,100.0,11,2402.84,2004-06-01,Cancelled,2,6,2004,Classic Cars,117,S12_3380,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,10253,Recent,S1,14,14,118008.27,29,78172.44745916517,1.0,0.06252151573536294,Bronze
10266,22,100.0,12,2454.54,2004-07-06,Shipped,3,7,2004,Classic Cars,117,S12_3380,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,10176,Scale,S1,15,15,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10287,45,100.0,10,4756.5,2004-08-30,Shipped,3,8,2004,Classic Cars,117,S12_3380,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,10225,Recent,S1,17,17,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10300,29,100.0,3,3984.6,2003-10-04,Shipped,4,10,2003,Classic Cars,117,S12_3380,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,10101,Early,S1,8,8,85171.59,22,46608.14145427286,1.0,0.04597909459062931,Bronze
10310,24,100.0,8,3100.32,2004-10-16,Shipped,4,10,2004,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,10191,Scale,S1,17,17,100306.58,26,110276.8123493976,1.0,0.05642266341239877,Bronze
10320,35,100.0,1,4850.3,2004-11-03,Shipped,4,11,2004,Classic Cars,117,S12_3380,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,10112,Early,S1,5,5,75754.88,19,45552.76968698518,1.0,0.040398475567936076,Bronze
10341,44,95.93,1,4220.92,2004-11-24,Shipped,4,11,2004,Classic Cars,117,S12_3380,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,10119,Growth,S1,10,10,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10363,34,96.73,4,3288.82,2005-01-06,Shipped,1,1,2005,Classic Cars,117,S12_3380,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,10141,Growth,S1,15,15,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10389,25,72.38,6,1809.5,2005-03-03,Shipped,1,3,2005,Classic Cars,117,S12_3380,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,10167,Scale,S1,8,8,134259.33,38,98402.92259036144,1.0,0.0773008431710182,Bronze
10419,10,100.0,11,1092.2,2005-05-17,Shipped,2,5,2005,Classic Cars,117,S12_3380,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,10119,Growth,S1,14,14,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10105,29,100.0,14,4566.05,2003-02-11,Shipped,1,2,2003,Classic Cars,173,S12_3891,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,10105,Early,S1,15,15,145041.6,36,66591.42641509433,1.0,0.07610272679186011,Bronze
10117,39,100.0,8,5938.14,2003-04-16,Shipped,2,4,2003,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S1,12,12,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10153,49,100.0,10,7036.89,2003-09-28,Shipped,3,9,2003,Classic Cars,173,S12_3891,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,10104,Early,S1,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10165,27,100.0,2,5559.03,2003-10-22,Shipped,4,10,2003,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S1,18,18,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10176,50,100.0,1,7872.5,2003-11-06,Shipped,4,11,2003,Classic Cars,173,S12_3891,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,10176,Scale,S1,10,10,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10208,20,100.0,12,3114.4,2004-01-02,Shipped,1,1,2004,Classic Cars,173,S12_3891,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,10194,Scale,S1,15,15,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
10220,27,100.0,1,5045.22,2004-02-12,Shipped,1,2,2004,Classic Cars,173,S12_3891,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,10220,Recent,S1,9,9,57756.43,16,96702.27958715596,1.0,0.03498010163810477,Bronze
10231,49,100.0,1,6952.12,2004-03-19,Shipped,1,3,2004,Classic Cars,173,S12_3891,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,10177,Scale,S1,2,2,49642.05,13,135219.0167910448,1.0,0.031234068851378527,Bronze
10247,27,100.0,1,4157.73,2004-05-05,Shipped,2,5,2004,Classic Cars,173,S12_3891,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,10141,Growth,S1,6,6,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10293,45,100.0,7,8253.0,2004-09-09,Shipped,3,9,2004,Classic Cars,173,S12_3891,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large,10280,Recent,S1,9,9,94117.26,26,1431366.6624999999,1.0,0.10678083828361203,Bronze
10306,20,100.0,12,3633.4,2004-10-14,Shipped,4,10,2004,Classic Cars,173,S12_3891,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,10110,Early,S1,17,17,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10314,36,100.0,4,6913.8,2004-10-22,Shipped,4,10,2004,Classic Cars,173,S12_3891,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,10161,Scale,S1,15,15,100595.55,27,98702.62298387097,1.0,0.05719123450775858,Bronze
10325,24,100.0,1,2583.6,2004-11-05,Shipped,4,11,2004,Classic Cars,173,S12_3891,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,10103,Early,S1,9,9,116599.19,32,65778.52295208655,1.0,0.06520234066938801,Bronze
10336,49,63.38,1,3105.62,2004-11-20,Shipped,4,11,2004,Classic Cars,173,S12_3891,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,10114,Growth,S1,12,12,97203.68,23,59132.23866666666,1.0,0.0502654264226107,Bronze
10359,49,62.09,5,3042.41,2004-12-15,Shipped,4,12,2004,Classic Cars,173,S12_3891,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,10121,Growth,S1,8,8,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10372,34,100.0,1,5941.5,2005-01-26,Shipped,1,1,2005,Classic Cars,173,S12_3891,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,10258,Recent,S1,9,9,120562.74,32,141042.94903846155,0.09121179679999217,0.06901754192631648,Bronze
10108,39,89.38,7,3485.82,2003-03-03,Shipped,1,3,2003,Classic Cars,79,S12_3990,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,10108,Early,S1,16,16,94015.73,26,54905.18631999999,0.09121179679999217,0.052875972332028814,Bronze
10122,32,63.84,11,2042.88,2003-05-08,Shipped,2,5,2003,Classic Cars,79,S12_3990,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,10122,Growth,S1,17,17,74936.14,25,44838.83786885246,1.0,0.0471408447640282,Bronze
10169,36,63.84,3,2298.24,2003-11-04,Shipped,4,11,2003,Classic Cars,79,S12_3990,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,10148,Scale,S1,13,13,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10181,20,81.4,15,1628.0,2003-11-12,Shipped,4,11,2003,Classic Cars,79,S12_3990,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,10181,Scale,S1,17,17,111640.28,29,137201.01750841748,1.0,0.06343619416528738,Bronze
10191,30,64.64,4,1939.2,2003-11-20,Shipped,4,11,2003,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,10191,Scale,S1,9,9,100306.58,26,110276.8123493976,1.0,0.05642266341239877,Bronze
10203,44,82.99,9,3651.56,2003-12-02,Shipped,4,12,2003,Classic Cars,79,S12_3990,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10211,28,92.57,3,2591.96,2004-01-15,Shipped,1,1,2004,Classic Cars,79,S12_3990,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,10211,Recent,S1,15,15,93170.66,27,75740.06881959911,1.0,0.054664607831659315,Bronze
10225,37,77.41,10,2864.17,2004-02-22,Shipped,1,2,2004,Classic Cars,79,S12_3990,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,10225,Recent,S1,14,14,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10238,20,74.21,4,1484.2,2004-04-09,Shipped,2,4,2004,Classic Cars,79,S12_3990,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,10105,Early,S1,8,8,145041.6,36,66591.42641509433,1.0,0.07610272679186011,Bronze
10253,25,90.17,14,2254.25,2004-06-01,Cancelled,2,6,2004,Classic Cars,79,S12_3990,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,10253,Recent,S1,14,14,118008.27,29,78172.44745916517,1.0,0.06252151573536294,Bronze
10266,35,76.61,15,2681.35,2004-07-06,Shipped,3,7,2004,Classic Cars,79,S12_3990,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,10176,Scale,S1,15,15,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10287,41,69.43,13,2846.63,2004-08-30,Shipped,3,8,2004,Classic Cars,79,S12_3990,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,10225,Recent,S1,17,17,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10300,22,76.61,6,1685.42,2003-10-04,Shipped,4,10,2003,Classic Cars,79,S12_3990,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,10101,Early,S1,8,8,85171.59,22,46608.14145427286,1.0,0.04597909459062931,Bronze
10310,49,81.4,11,3988.6,2004-10-16,Shipped,4,10,2004,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,10191,Scale,S1,17,17,100306.58,26,110276.8123493976,1.0,0.05642266341239877,Bronze
10320,38,73.42,4,2789.96,2004-11-03,Shipped,4,11,2004,Classic Cars,79,S12_3990,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small,10112,Early,S1,5,5,75754.88,19,45552.76968698518,1.0,0.040398475567936076,Bronze
10341,36,93.56,10,3368.16,2004-11-24,Shipped,4,11,2004,Classic Cars,79,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,10119,Growth,S1,10,10,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10363,34,81.62,5,2775.08,2005-01-06,Shipped,1,1,2005,Classic Cars,79,S12_3990,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,10141,Growth,S1,15,15,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10377,24,67.83,5,1627.92,2005-02-09,Shipped,1,2,2005,Classic Cars,79,S12_3990,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,10155,Scale,S1,6,6,111250.38,30,82365.9,1.0,0.06236245706238509,Bronze
10389,36,70.26,7,2529.36,2005-03-03,Shipped,1,3,2005,Classic Cars,79,S12_3990,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,10167,Scale,S1,8,8,134259.33,38,98402.92259036144,1.0,0.0773008431710182,Bronze
10419,34,90.17,14,3065.78,2005-05-17,Shipped,2,5,2005,Classic Cars,79,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,10119,Growth,S1,14,14,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10104,41,100.0,9,4615.78,2003-01-31,Shipped,1,1,2003,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10141,21,100.0,5,2140.11,2003-08-01,Shipped,3,8,2003,Trucks and Buses,118,S12_4473,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,10141,Growth,S1,9,9,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10151,24,100.0,3,3327.6,2003-09-21,Shipped,3,9,2003,Trucks and Buses,118,S12_4473,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,10151,Scale,S1,10,10,104370.38,32,76343.06352705411,1.0,0.06293500544345523,Bronze
10165,48,100.0,12,6825.6,2003-10-22,Shipped,4,10,2003,Trucks and Buses,118,S12_4473,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S1,18,18,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10175,26,100.0,1,3543.28,2003-11-06,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,10129,Growth,S1,12,12,88804.5,26,59914.31146025878,1.0,0.05192961308909447,Bronze
10184,37,100.0,6,4516.22,2003-11-14,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,10184,Scale,S1,13,13,54723.62,15,60896.711280487805,1.0,0.031755289392518975,Bronze
10246,46,100.0,5,5069.66,2004-05-05,Shipped,2,5,2004,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10259,46,100.0,4,6541.2,2004-06-15,Shipped,2,6,2004,Trucks and Buses,118,S12_4473,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,10217,Recent,S1,13,13,115498.73,36,94734.91337078653,0.14445278660885533,0.07072781358587162,Bronze
10314,45,100.0,14,6185.7,2004-10-22,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,10161,Scale,S1,15,15,100595.55,27,98702.62298387097,1.0,0.05719123450775858,Bronze
10336,38,100.0,3,6372.6,2004-11-20,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,10114,Growth,S1,12,12,97203.68,23,59132.23866666666,1.0,0.0502654264226107,Bronze
10358,42,64.16,9,2694.72,2004-12-10,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S1,14,14,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10412,54,100.0,5,5951.34,2005-05-03,Shipped,2,5,2005,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10425,33,100.0,4,4692.6,2005-05-31,In Process,2,5,2005,Trucks and Buses,118,S12_4473,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,10275,Recent,S1,13,13,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10108,36,100.0,3,3731.04,2003-03-03,Shipped,1,3,2003,Classic Cars,115,S12_4675,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,10108,Early,S1,16,16,94015.73,26,54905.18631999999,0.09121179679999217,0.052875972332028814,Bronze
10122,20,100.0,7,2142.0,2003-05-08,Shipped,2,5,2003,Classic Cars,115,S12_4675,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,10122,Growth,S1,17,17,74936.14,25,44838.83786885246,1.0,0.0471408447640282,Bronze
10170,41,100.0,3,4391.1,2003-11-04,Shipped,4,11,2003,Classic Cars,115,S12_4675,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,10164,Scale,S1,4,4,52263.9,15,37625.88461538462,1.0,0.030305097200400477,Bronze
10181,36,100.0,11,4477.32,2003-11-12,Shipped,4,11,2003,Classic Cars,115,S12_4675,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,10181,Scale,S1,17,17,111640.28,29,137201.01750841748,1.0,0.06343619416528738,Bronze
10203,47,100.0,5,5195.85,2003-12-02,Shipped,4,12,2003,Classic Cars,115,S12_4675,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10212,33,100.0,15,4180.44,2004-01-16,Shipped,1,1,2004,Classic Cars,115,S12_4675,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,16,16,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10225,21,100.0,6,2684.43,2004-02-22,Shipped,1,2,2004,Classic Cars,115,S12_4675,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,10225,Recent,S1,14,14,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10239,21,93.28,5,1958.88,2004-04-12,Shipped,2,4,2004,Classic Cars,115,S12_4675,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,10151,Scale,S1,5,5,104370.38,32,76343.06352705411,1.0,0.06293500544345523,Bronze
10253,41,100.0,10,4910.57,2004-06-01,Cancelled,2,6,2004,Classic Cars,115,S12_4675,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,10253,Recent,S1,14,14,118008.27,29,78172.44745916517,1.0,0.06252151573536294,Bronze
10266,40,100.0,11,4468.4,2004-07-06,Shipped,3,7,2004,Classic Cars,115,S12_4675,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,10176,Scale,S1,15,15,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10277,28,100.0,1,3127.88,2004-08-04,Shipped,3,8,2004,Classic Cars,115,S12_4675,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S1,1,1,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10287,23,100.0,9,2675.13,2004-08-30,Shipped,3,8,2004,Classic Cars,115,S12_4675,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,10225,Recent,S1,17,17,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10300,23,100.0,2,2807.61,2003-10-04,Shipped,4,10,2003,Classic Cars,115,S12_4675,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,10101,Early,S1,8,8,85171.59,22,46608.14145427286,1.0,0.04597909459062931,Bronze
10310,25,100.0,7,2504.75,2004-10-16,Shipped,4,10,2004,Classic Cars,115,S12_4675,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,10191,Scale,S1,17,17,100306.58,26,110276.8123493976,1.0,0.05642266341239877,Bronze
10341,55,75.2,7,4136.0,2004-11-24,Shipped,4,11,2004,Classic Cars,115,S12_4675,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,10119,Growth,S1,10,10,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10363,46,88.45,6,4068.7,2005-01-06,Shipped,1,1,2005,Classic Cars,115,S12_4675,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,10141,Growth,S1,15,15,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10377,50,100.0,1,5182.0,2005-02-09,Shipped,1,2,2005,Classic Cars,115,S12_4675,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,10155,Scale,S1,6,6,111250.38,30,82365.9,1.0,0.06236245706238509,Bronze
10389,47,100.0,8,5243.79,2005-03-03,Shipped,1,3,2005,Classic Cars,115,S12_4675,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,10167,Scale,S1,8,8,134259.33,38,98402.92259036144,1.0,0.0773008431710182,Bronze
10405,97,93.28,5,9048.16,2005-04-14,Shipped,2,4,2005,Classic Cars,115,S12_4675,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large,10241,Recent,S1,5,5,80438.48,19,80000.12316076295,1.0,0.0427737169683917,Bronze
